SUBJID_tissue	SMTSD	Subject_id
GTEX-131YS_Colon	Colon	GTEX-131YS
GTEX-131YS_Pituitary	Pituitary	GTEX-131YS
GTEX-132AR_Blood	Blood	GTEX-132AR
GTEX-132AR_Skin	Skin	GTEX-132AR
GTEX-132AR_Adipose_Tissue	Adipose_Tissue	GTEX-132AR
GTEX-132AR_Liver	Liver	GTEX-132AR
GTEX-132AR_Blood_Vessel	Blood_Vessel	GTEX-132AR
GTEX-132AR_Breast	Breast	GTEX-132AR
GTEX-132AR_Muscle	Muscle	GTEX-132AR
GTEX-132AR_Thyroid	Thyroid	GTEX-132AR
GTEX-132AR_Ovary	Ovary	GTEX-132AR
GTEX-132AR_Uterus	Uterus	GTEX-132AR
GTEX-132AR_Adrenal_Gland	Adrenal_Gland	GTEX-132AR
GTEX-132AR_Pancreas	Pancreas	GTEX-132AR
GTEX-132AR_Heart	Heart	GTEX-132AR
GTEX-132AR_Esophagus	Esophagus	GTEX-132AR
GTEX-132AR_Stomach	Stomach	GTEX-132AR
GTEX-132AR_Colon	Colon	GTEX-132AR
GTEX-132NY_Blood	Blood	GTEX-132NY
GTEX-132NY_Skin	Skin	GTEX-132NY
GTEX-132NY_Nerve	Nerve	GTEX-132NY
GTEX-132NY_Blood_Vessel	Blood_Vessel	GTEX-132NY
GTEX-132NY_Muscle	Muscle	GTEX-132NY
GTEX-132NY_Breast	Breast	GTEX-132NY
GTEX-132NY_Liver	Liver	GTEX-132NY
GTEX-132NY_Thyroid	Thyroid	GTEX-132NY
GTEX-132NY_Adipose_Tissue	Adipose_Tissue	GTEX-132NY
GTEX-132NY_Lung	Lung	GTEX-132NY
GTEX-132NY_Heart	Heart	GTEX-132NY
GTEX-132NY_Esophagus	Esophagus	GTEX-132NY
GTEX-132NY_Adrenal_Gland	Adrenal_Gland	GTEX-132NY
GTEX-132NY_Colon	Colon	GTEX-132NY
GTEX-132NY_Prostate	Prostate	GTEX-132NY
GTEX-132Q8_Blood	Blood	GTEX-132Q8
GTEX-132Q8_Skin	Skin	GTEX-132Q8
GTEX-132Q8_Brain	Brain	GTEX-132Q8
GTEX-132Q8_Blood_Vessel	Blood_Vessel	GTEX-132Q8
GTEX-132Q8_Muscle	Muscle	GTEX-132Q8
GTEX-132Q8_Heart	Heart	GTEX-132Q8
GTEX-132Q8_Breast	Breast	GTEX-132Q8
GTEX-132Q8_Adipose_Tissue	Adipose_Tissue	GTEX-132Q8
GTEX-132Q8_Esophagus	Esophagus	GTEX-132Q8
GTEX-132QS_Blood	Blood	GTEX-132QS
GTEX-132QS_Skin	Skin	GTEX-132QS
GTEX-132QS_Adrenal_Gland	Adrenal_Gland	GTEX-132QS
GTEX-132QS_Spleen	Spleen	GTEX-132QS
GTEX-132QS_Thyroid	Thyroid	GTEX-132QS
GTEX-132QS_Heart	Heart	GTEX-132QS
GTEX-132QS_Blood_Vessel	Blood_Vessel	GTEX-132QS
GTEX-132QS_Lung	Lung	GTEX-132QS
GTEX-132QS_Adipose_Tissue	Adipose_Tissue	GTEX-132QS
GTEX-132QS_Pancreas	Pancreas	GTEX-132QS
GTEX-132QS_Prostate	Prostate	GTEX-132QS
GTEX-132QS_Testis	Testis	GTEX-132QS
GTEX-132QS_Esophagus	Esophagus	GTEX-132QS
GTEX-132QS_Stomach	Stomach	GTEX-132QS
GTEX-132QS_Nerve	Nerve	GTEX-132QS
GTEX-1339X_Blood	Blood	GTEX-1339X
GTEX-1339X_Skin	Skin	GTEX-1339X
GTEX-1339X_Heart	Heart	GTEX-1339X
GTEX-1339X_Blood_Vessel	Blood_Vessel	GTEX-1339X
GTEX-1339X_Lung	Lung	GTEX-1339X
GTEX-1339X_Adipose_Tissue	Adipose_Tissue	GTEX-1339X
GTEX-1339X_Adrenal_Gland	Adrenal_Gland	GTEX-1339X
GTEX-1339X_Pancreas	Pancreas	GTEX-1339X
GTEX-1339X_Esophagus	Esophagus	GTEX-1339X
GTEX-1339X_Stomach	Stomach	GTEX-1339X
GTEX-1339X_Colon	Colon	GTEX-1339X
GTEX-1339X_Testis	Testis	GTEX-1339X
GTEX-1339X_Salivary_Gland	Salivary_Gland	GTEX-1339X
GTEX-1339X_Muscle	Muscle	GTEX-1339X
GTEX-1339X_Nerve	Nerve	GTEX-1339X
GTEX-133LE_Skin	Skin	GTEX-133LE
GTEX-133LE_Blood_Vessel	Blood_Vessel	GTEX-133LE
GTEX-133LE_Thyroid	Thyroid	GTEX-133LE
GTEX-133LE_Lung	Lung	GTEX-133LE
GTEX-133LE_Esophagus	Esophagus	GTEX-133LE
GTEX-133LE_Adipose_Tissue	Adipose_Tissue	GTEX-133LE
GTEX-133LE_Ovary	Ovary	GTEX-133LE
GTEX-133LE_Stomach	Stomach	GTEX-133LE
GTEX-133LE_Small_Intestine	Small_Intestine	GTEX-133LE
GTEX-133LE_Colon	Colon	GTEX-133LE
GTEX-133LE_Breast	Breast	GTEX-133LE
GTEX-133LE_Muscle	Muscle	GTEX-133LE
GTEX-133LE_Nerve	Nerve	GTEX-133LE
GTEX-1399Q_Skin	Skin	GTEX-1399Q
GTEX-1399Q_Esophagus	Esophagus	GTEX-1399Q
GTEX-1399Q_Muscle	Muscle	GTEX-1399Q
GTEX-1399Q_Testis	Testis	GTEX-1399Q
GTEX-1399R_Blood	Blood	GTEX-1399R
GTEX-1399R_Skin	Skin	GTEX-1399R
GTEX-1399R_Thyroid	Thyroid	GTEX-1399R
GTEX-1399R_Spleen	Spleen	GTEX-1399R
GTEX-1399R_Adrenal_Gland	Adrenal_Gland	GTEX-1399R
GTEX-1399R_Pancreas	Pancreas	GTEX-1399R
GTEX-1399R_Prostate	Prostate	GTEX-1399R
GTEX-1399R_Blood_Vessel	Blood_Vessel	GTEX-1399R
GTEX-1399R_Esophagus	Esophagus	GTEX-1399R
GTEX-1399R_Stomach	Stomach	GTEX-1399R
GTEX-1399R_Liver	Liver	GTEX-1399R
GTEX-1399R_Testis	Testis	GTEX-1399R
GTEX-1399R_Heart	Heart	GTEX-1399R
GTEX-1399R_Small_Intestine	Small_Intestine	GTEX-1399R
GTEX-1399R_Colon	Colon	GTEX-1399R
GTEX-1399R_Nerve	Nerve	GTEX-1399R
GTEX-1399R_Muscle	Muscle	GTEX-1399R
GTEX-1399R_Adipose_Tissue	Adipose_Tissue	GTEX-1399R
GTEX-1399S_Blood	Blood	GTEX-1399S
GTEX-1399S_Skin	Skin	GTEX-1399S
GTEX-1399S_Spleen	Spleen	GTEX-1399S
GTEX-1399S_Pancreas	Pancreas	GTEX-1399S
GTEX-1399S_Adrenal_Gland	Adrenal_Gland	GTEX-1399S
GTEX-1399S_Heart	Heart	GTEX-1399S
GTEX-1399S_Blood_Vessel	Blood_Vessel	GTEX-1399S
GTEX-1399S_Esophagus	Esophagus	GTEX-1399S
GTEX-1399S_Adipose_Tissue	Adipose_Tissue	GTEX-1399S
GTEX-1399S_Stomach	Stomach	GTEX-1399S
GTEX-1399S_Lung	Lung	GTEX-1399S
GTEX-1399S_Colon	Colon	GTEX-1399S
GTEX-1399S_Small_Intestine	Small_Intestine	GTEX-1399S
GTEX-1399S_Ovary	Ovary	GTEX-1399S
GTEX-1399S_Uterus	Uterus	GTEX-1399S
GTEX-1399S_Vagina	Vagina	GTEX-1399S
GTEX-1399S_Nerve	Nerve	GTEX-1399S
GTEX-1399S_Muscle	Muscle	GTEX-1399S
GTEX-1399T_Skin	Skin	GTEX-1399T
GTEX-1399T_Brain	Brain	GTEX-1399T
GTEX-1399T_Thyroid	Thyroid	GTEX-1399T
GTEX-1399T_Heart	Heart	GTEX-1399T
GTEX-1399T_Blood_Vessel	Blood_Vessel	GTEX-1399T
GTEX-1399T_Liver	Liver	GTEX-1399T
GTEX-1399T_Prostate	Prostate	GTEX-1399T
GTEX-1399T_Adipose_Tissue	Adipose_Tissue	GTEX-1399T
GTEX-1399T_Esophagus	Esophagus	GTEX-1399T
GTEX-1399T_Testis	Testis	GTEX-1399T
GTEX-1399T_Muscle	Muscle	GTEX-1399T
GTEX-1399T_Pituitary	Pituitary	GTEX-1399T
GTEX-1399U_Blood	Blood	GTEX-1399U
GTEX-1399U_Skin	Skin	GTEX-1399U
GTEX-1399U_Adrenal_Gland	Adrenal_Gland	GTEX-1399U
GTEX-1399U_Thyroid	Thyroid	GTEX-1399U
GTEX-1399U_Blood_Vessel	Blood_Vessel	GTEX-1399U
GTEX-1399U_Heart	Heart	GTEX-1399U
GTEX-1399U_Lung	Lung	GTEX-1399U
GTEX-1399U_Pancreas	Pancreas	GTEX-1399U
GTEX-1399U_Esophagus	Esophagus	GTEX-1399U
GTEX-1399U_Uterus	Uterus	GTEX-1399U
GTEX-1399U_Vagina	Vagina	GTEX-1399U
GTEX-1399U_Stomach	Stomach	GTEX-1399U
GTEX-1399U_Ovary	Ovary	GTEX-1399U
GTEX-1399U_Breast	Breast	GTEX-1399U
GTEX-1399U_Colon	Colon	GTEX-1399U
GTEX-1399U_Adipose_Tissue	Adipose_Tissue	GTEX-1399U
GTEX-1399U_Small_Intestine	Small_Intestine	GTEX-1399U
GTEX-1399U_Muscle	Muscle	GTEX-1399U
GTEX-1399U_Nerve	Nerve	GTEX-1399U
GTEX-139D8_Blood	Blood	GTEX-139D8
GTEX-139D8_Skin	Skin	GTEX-139D8
GTEX-139D8_Adipose_Tissue	Adipose_Tissue	GTEX-139D8
GTEX-139D8_Muscle	Muscle	GTEX-139D8
GTEX-139D8_Blood_Vessel	Blood_Vessel	GTEX-139D8
GTEX-139D8_Esophagus	Esophagus	GTEX-139D8
GTEX-139D8_Stomach	Stomach	GTEX-139D8
GTEX-139D8_Ovary	Ovary	GTEX-139D8
GTEX-139D8_Uterus	Uterus	GTEX-139D8
GTEX-139D8_Colon	Colon	GTEX-139D8
GTEX-139T4_Skin	Skin	GTEX-139T4
GTEX-139T4_Brain	Brain	GTEX-139T4
GTEX-139T4_Adipose_Tissue	Adipose_Tissue	GTEX-139T4
GTEX-139T4_Muscle	Muscle	GTEX-139T4
GTEX-139T4_Nerve	Nerve	GTEX-139T4
GTEX-139T4_Pituitary	Pituitary	GTEX-139T4
GTEX-139T6_Blood	Blood	GTEX-139T6
GTEX-139T6_Spleen	Spleen	GTEX-139T6
GTEX-139T6_Thyroid	Thyroid	GTEX-139T6
GTEX-139T6_Lung	Lung	GTEX-139T6
GTEX-139T6_Adipose_Tissue	Adipose_Tissue	GTEX-139T6
GTEX-139T6_Esophagus	Esophagus	GTEX-139T6
GTEX-139T6_Small_Intestine	Small_Intestine	GTEX-139T6
GTEX-139T6_Testis	Testis	GTEX-139T6
GTEX-139T6_Colon	Colon	GTEX-139T6
GTEX-139T6_Prostate	Prostate	GTEX-139T6
GTEX-139T6_Breast	Breast	GTEX-139T6
GTEX-139T6_Nerve	Nerve	GTEX-139T6
GTEX-139T6_Blood_Vessel	Blood_Vessel	GTEX-139T6
GTEX-139T6_Muscle	Muscle	GTEX-139T6
GTEX-139T8_Blood	Blood	GTEX-139T8
GTEX-139T8_Skin	Skin	GTEX-139T8
GTEX-139T8_Brain	Brain	GTEX-139T8
GTEX-139T8_Adipose_Tissue	Adipose_Tissue	GTEX-139T8
GTEX-139T8_Nerve	Nerve	GTEX-139T8
GTEX-139T8_Blood_Vessel	Blood_Vessel	GTEX-139T8
GTEX-139T8_Muscle	Muscle	GTEX-139T8
GTEX-139T8_Breast	Breast	GTEX-139T8
GTEX-139TS_Blood	Blood	GTEX-139TS
GTEX-139TS_Skin	Skin	GTEX-139TS
GTEX-139TS_Brain	Brain	GTEX-139TS
GTEX-139TS_Thyroid	Thyroid	GTEX-139TS
GTEX-139TS_Blood_Vessel	Blood_Vessel	GTEX-139TS
GTEX-139TS_Liver	Liver	GTEX-139TS
GTEX-139TS_Testis	Testis	GTEX-139TS
GTEX-139TS_Colon	Colon	GTEX-139TS
GTEX-139TS_Muscle	Muscle	GTEX-139TS
GTEX-139TS_Pituitary	Pituitary	GTEX-139TS
GTEX-139TT_Blood	Blood	GTEX-139TT
GTEX-139TT_Brain	Brain	GTEX-139TT
GTEX-139TT_Skin	Skin	GTEX-139TT
GTEX-139TT_Adipose_Tissue	Adipose_Tissue	GTEX-139TT
GTEX-139TT_Nerve	Nerve	GTEX-139TT
GTEX-139TT_Muscle	Muscle	GTEX-139TT
GTEX-139TT_Blood_Vessel	Blood_Vessel	GTEX-139TT
GTEX-139TT_Lung	Lung	GTEX-139TT
GTEX-139TT_Testis	Testis	GTEX-139TT
GTEX-139TT_Pituitary	Pituitary	GTEX-139TT
GTEX-139TU_Blood	Blood	GTEX-139TU
GTEX-139TU_Skin	Skin	GTEX-139TU
GTEX-139TU_Brain	Brain	GTEX-139TU
GTEX-139TU_Adipose_Tissue	Adipose_Tissue	GTEX-139TU
GTEX-139TU_Nerve	Nerve	GTEX-139TU
GTEX-139TU_Muscle	Muscle	GTEX-139TU
GTEX-139TU_Breast	Breast	GTEX-139TU
GTEX-139TU_Liver	Liver	GTEX-139TU
GTEX-139TU_Blood_Vessel	Blood_Vessel	GTEX-139TU
GTEX-139TU_Esophagus	Esophagus	GTEX-139TU
GTEX-139TU_Heart	Heart	GTEX-139TU
GTEX-139UW_Blood	Blood	GTEX-139UW
GTEX-139UW_Brain	Brain	GTEX-139UW
GTEX-139UW_Thyroid	Thyroid	GTEX-139UW
GTEX-139UW_Lung	Lung	GTEX-139UW
GTEX-139UW_Skin	Skin	GTEX-139UW
GTEX-139UW_Blood_Vessel	Blood_Vessel	GTEX-139UW
GTEX-139UW_Esophagus	Esophagus	GTEX-139UW
GTEX-139UW_Colon	Colon	GTEX-139UW
GTEX-139UW_Muscle	Muscle	GTEX-139UW
GTEX-139YR_Skin	Skin	GTEX-139YR
GTEX-139YR_Adrenal_Gland	Adrenal_Gland	GTEX-139YR
GTEX-139YR_Liver	Liver	GTEX-139YR
GTEX-139YR_Adipose_Tissue	Adipose_Tissue	GTEX-139YR
GTEX-139YR_Spleen	Spleen	GTEX-139YR
GTEX-139YR_Heart	Heart	GTEX-139YR
GTEX-139YR_Blood_Vessel	Blood_Vessel	GTEX-139YR
GTEX-139YR_Lung	Lung	GTEX-139YR
GTEX-139YR_Thyroid	Thyroid	GTEX-139YR
GTEX-139YR_Pancreas	Pancreas	GTEX-139YR
GTEX-139YR_Esophagus	Esophagus	GTEX-139YR
GTEX-139YR_Stomach	Stomach	GTEX-139YR
GTEX-139YR_Colon	Colon	GTEX-139YR
GTEX-139YR_Small_Intestine	Small_Intestine	GTEX-139YR
GTEX-139YR_Muscle	Muscle	GTEX-139YR
GTEX-139YR_Nerve	Nerve	GTEX-139YR
GTEX-13CF2_Blood	Blood	GTEX-13CF2
GTEX-13CF2_Skin	Skin	GTEX-13CF2
GTEX-13CF2_Brain	Brain	GTEX-13CF2
GTEX-13CF2_Heart	Heart	GTEX-13CF2
GTEX-13CF2_Colon	Colon	GTEX-13CF2
GTEX-13CF2_Breast	Breast	GTEX-13CF2
GTEX-13CF2_Salivary_Gland	Salivary_Gland	GTEX-13CF2
GTEX-13CF2_Adipose_Tissue	Adipose_Tissue	GTEX-13CF2
GTEX-13CF2_Muscle	Muscle	GTEX-13CF2
GTEX-13CF2_Nerve	Nerve	GTEX-13CF2
GTEX-13CF2_Pituitary	Pituitary	GTEX-13CF2
GTEX-13CF3_Blood	Blood	GTEX-13CF3
GTEX-13CF3_Adrenal_Gland	Adrenal_Gland	GTEX-13CF3
GTEX-13CF3_Spleen	Spleen	GTEX-13CF3
GTEX-13CF3_Lung	Lung	GTEX-13CF3
GTEX-13CF3_Blood_Vessel	Blood_Vessel	GTEX-13CF3
GTEX-13CF3_Heart	Heart	GTEX-13CF3
GTEX-13CF3_Thyroid	Thyroid	GTEX-13CF3
GTEX-13CF3_Pancreas	Pancreas	GTEX-13CF3
GTEX-13CF3_Adipose_Tissue	Adipose_Tissue	GTEX-13CF3
GTEX-13CF3_Small_Intestine	Small_Intestine	GTEX-13CF3
GTEX-13CF3_Colon	Colon	GTEX-13CF3
GTEX-13CF3_Esophagus	Esophagus	GTEX-13CF3
GTEX-13CF3_Muscle	Muscle	GTEX-13CF3
GTEX-13CF3_Stomach	Stomach	GTEX-13CF3
GTEX-13CF3_Breast	Breast	GTEX-13CF3
GTEX-13CF3_Skin	Skin	GTEX-13CF3
GTEX-13CIG_Blood	Blood	GTEX-13CIG
GTEX-13CIG_Brain	Brain	GTEX-13CIG
GTEX-13CZU_Blood	Blood	GTEX-13CZU
GTEX-13CZU_Skin	Skin	GTEX-13CZU
GTEX-13CZV_Skin	Skin	GTEX-13CZV
GTEX-13CZV_Brain	Brain	GTEX-13CZV
GTEX-13D11_Thyroid	Thyroid	GTEX-13D11
GTEX-13D11_Lung	Lung	GTEX-13D11
GTEX-13D11_Adrenal_Gland	Adrenal_Gland	GTEX-13D11
GTEX-13D11_Adipose_Tissue	Adipose_Tissue	GTEX-13D11
GTEX-13D11_Colon	Colon	GTEX-13D11
GTEX-13D11_Small_Intestine	Small_Intestine	GTEX-13D11
GTEX-13D11_Skin	Skin	GTEX-13D11
GTEX-13D11_Breast	Breast	GTEX-13D11
GTEX-13D11_Ovary	Ovary	GTEX-13D11
GTEX-13D11_Uterus	Uterus	GTEX-13D11
GTEX-13D11_Vagina	Vagina	GTEX-13D11
GTEX-13D11_Blood_Vessel	Blood_Vessel	GTEX-13D11
GTEX-13D11_Heart	Heart	GTEX-13D11
GTEX-13D11_Esophagus	Esophagus	GTEX-13D11
GTEX-13D11_Stomach	Stomach	GTEX-13D11
GTEX-13D11_Pancreas	Pancreas	GTEX-13D11
GTEX-13D11_Muscle	Muscle	GTEX-13D11
GTEX-13D11_Nerve	Nerve	GTEX-13D11
GTEX-13FH7_Skin	Skin	GTEX-13FH7
GTEX-13FH7_Thyroid	Thyroid	GTEX-13FH7
GTEX-13FH7_Adrenal_Gland	Adrenal_Gland	GTEX-13FH7
GTEX-13FH7_Blood_Vessel	Blood_Vessel	GTEX-13FH7
GTEX-13FH7_Esophagus	Esophagus	GTEX-13FH7
GTEX-13FH7_Heart	Heart	GTEX-13FH7
GTEX-13FH7_Stomach	Stomach	GTEX-13FH7
GTEX-13FH7_Small_Intestine	Small_Intestine	GTEX-13FH7
GTEX-13FH7_Spleen	Spleen	GTEX-13FH7
GTEX-13FH7_Pancreas	Pancreas	GTEX-13FH7
GTEX-13FH7_Colon	Colon	GTEX-13FH7
GTEX-13FH7_Lung	Lung	GTEX-13FH7
GTEX-13FH7_Adipose_Tissue	Adipose_Tissue	GTEX-13FH7
GTEX-13FH7_Muscle	Muscle	GTEX-13FH7
GTEX-13FH7_Nerve	Nerve	GTEX-13FH7
GTEX-13FHO_Brain	Brain	GTEX-13FHO
GTEX-13FHO_Skin	Skin	GTEX-13FHO
GTEX-13FHO_Adipose_Tissue	Adipose_Tissue	GTEX-13FHO
GTEX-13FHO_Nerve	Nerve	GTEX-13FHO
GTEX-13FHO_Muscle	Muscle	GTEX-13FHO
GTEX-13FHO_Breast	Breast	GTEX-13FHO
GTEX-13FHO_Thyroid	Thyroid	GTEX-13FHO
GTEX-13FHO_Lung	Lung	GTEX-13FHO
GTEX-13FHO_Heart	Heart	GTEX-13FHO
GTEX-13FHO_Blood_Vessel	Blood_Vessel	GTEX-13FHO
GTEX-13FHO_Esophagus	Esophagus	GTEX-13FHO
GTEX-13FHO_Colon	Colon	GTEX-13FHO
GTEX-13FHO_Prostate	Prostate	GTEX-13FHO
GTEX-13FHO_Pituitary	Pituitary	GTEX-13FHO
GTEX-13FHP_Brain	Brain	GTEX-13FHP
GTEX-13FHP_Skin	Skin	GTEX-13FHP
GTEX-13FHP_Adipose_Tissue	Adipose_Tissue	GTEX-13FHP
GTEX-13FHP_Nerve	Nerve	GTEX-13FHP
GTEX-13FHP_Blood_Vessel	Blood_Vessel	GTEX-13FHP
GTEX-13FHP_Muscle	Muscle	GTEX-13FHP
GTEX-13FHP_Lung	Lung	GTEX-13FHP
GTEX-13FHP_Heart	Heart	GTEX-13FHP
GTEX-13FHP_Thyroid	Thyroid	GTEX-13FHP
GTEX-13FHP_Esophagus	Esophagus	GTEX-13FHP
GTEX-13FHP_Colon	Colon	GTEX-13FHP
GTEX-13FHP_Testis	Testis	GTEX-13FHP
GTEX-13FHP_Pituitary	Pituitary	GTEX-13FHP
GTEX-13FLV_Brain	Brain	GTEX-13FLV
GTEX-13FLV_Skin	Skin	GTEX-13FLV
GTEX-13FLV_Thyroid	Thyroid	GTEX-13FLV
GTEX-13FLV_Liver	Liver	GTEX-13FLV
GTEX-13FLV_Lung	Lung	GTEX-13FLV
GTEX-13FLV_Pancreas	Pancreas	GTEX-13FLV
GTEX-13FLV_Heart	Heart	GTEX-13FLV
GTEX-13FLV_Esophagus	Esophagus	GTEX-13FLV
GTEX-13FLV_Blood_Vessel	Blood_Vessel	GTEX-13FLV
GTEX-13FLV_Nerve	Nerve	GTEX-13FLV
GTEX-13FLW_Brain	Brain	GTEX-13FLW
GTEX-13FLW_Thyroid	Thyroid	GTEX-13FLW
GTEX-13FLW_Testis	Testis	GTEX-13FLW
GTEX-13FTW_Blood	Blood	GTEX-13FTW
GTEX-13FTW_Adrenal_Gland	Adrenal_Gland	GTEX-13FTW
GTEX-13FTW_Skin	Skin	GTEX-13FTW
GTEX-13FTW_Adipose_Tissue	Adipose_Tissue	GTEX-13FTW
GTEX-13FTW_Pancreas	Pancreas	GTEX-13FTW
GTEX-13FTW_Thyroid	Thyroid	GTEX-13FTW
GTEX-13FTW_Blood_Vessel	Blood_Vessel	GTEX-13FTW
GTEX-13FTW_Heart	Heart	GTEX-13FTW
GTEX-13FTW_Liver	Liver	GTEX-13FTW
GTEX-13FTW_Prostate	Prostate	GTEX-13FTW
GTEX-13FTW_Testis	Testis	GTEX-13FTW
GTEX-13FTW_Breast	Breast	GTEX-13FTW
GTEX-13FTW_Esophagus	Esophagus	GTEX-13FTW
GTEX-13FTW_Stomach	Stomach	GTEX-13FTW
GTEX-13FTW_Colon	Colon	GTEX-13FTW
GTEX-13FTW_Small_Intestine	Small_Intestine	GTEX-13FTW
GTEX-13FTW_Muscle	Muscle	GTEX-13FTW
GTEX-13FTW_Nerve	Nerve	GTEX-13FTW
GTEX-13FTX_Blood	Blood	GTEX-13FTX
GTEX-13FTX_Blood_Vessel	Blood_Vessel	GTEX-13FTX
GTEX-13FTX_Lung	Lung	GTEX-13FTX
GTEX-13FTX_Esophagus	Esophagus	GTEX-13FTX
GTEX-13FTX_Adipose_Tissue	Adipose_Tissue	GTEX-13FTX
GTEX-13FTX_Stomach	Stomach	GTEX-13FTX
GTEX-13FTX_Ovary	Ovary	GTEX-13FTX
GTEX-13FTX_Uterus	Uterus	GTEX-13FTX
GTEX-13FTX_Breast	Breast	GTEX-13FTX
GTEX-13FTX_Pancreas	Pancreas	GTEX-13FTX
GTEX-13FTX_Skin	Skin	GTEX-13FTX
GTEX-13FTX_Muscle	Muscle	GTEX-13FTX
GTEX-13FTY_Blood	Blood	GTEX-13FTY
GTEX-13FTY_Brain	Brain	GTEX-13FTY
GTEX-13FTY_Lung	Lung	GTEX-13FTY
GTEX-13FTY_Muscle	Muscle	GTEX-13FTY
GTEX-13FTY_Nerve	Nerve	GTEX-13FTY
GTEX-13FTY_Blood_Vessel	Blood_Vessel	GTEX-13FTY
GTEX-13FTY_Skin	Skin	GTEX-13FTY
GTEX-13FTY_Adipose_Tissue	Adipose_Tissue	GTEX-13FTY
GTEX-13FTY_Thyroid	Thyroid	GTEX-13FTY
GTEX-13FTY_Breast	Breast	GTEX-13FTY
GTEX-13FTY_Pituitary	Pituitary	GTEX-13FTY
GTEX-13FTZ_Blood	Blood	GTEX-13FTZ
GTEX-13FTZ_Brain	Brain	GTEX-13FTZ
GTEX-13FTZ_Blood_Vessel	Blood_Vessel	GTEX-13FTZ
GTEX-13FTZ_Heart	Heart	GTEX-13FTZ
GTEX-13FTZ_Lung	Lung	GTEX-13FTZ
GTEX-13FTZ_Liver	Liver	GTEX-13FTZ
GTEX-13FTZ_Muscle	Muscle	GTEX-13FTZ
GTEX-13FXS_Blood	Blood	GTEX-13FXS
GTEX-13FXS_Brain	Brain	GTEX-13FXS
GTEX-13FXS_Skin	Skin	GTEX-13FXS
GTEX-13FXS_Muscle	Muscle	GTEX-13FXS
GTEX-13FXS_Thyroid	Thyroid	GTEX-13FXS
GTEX-13FXS_Heart	Heart	GTEX-13FXS
GTEX-13FXS_Blood_Vessel	Blood_Vessel	GTEX-13FXS
GTEX-13FXS_Adipose_Tissue	Adipose_Tissue	GTEX-13FXS
GTEX-13FXS_Prostate	Prostate	GTEX-13FXS
GTEX-13G51_Blood	Blood	GTEX-13G51
GTEX-13G51_Brain	Brain	GTEX-13G51
GTEX-13G51_Lung	Lung	GTEX-13G51
GTEX-13G51_Adipose_Tissue	Adipose_Tissue	GTEX-13G51
GTEX-13G51_Esophagus	Esophagus	GTEX-13G51
GTEX-13G51_Thyroid	Thyroid	GTEX-13G51
GTEX-13G51_Skin	Skin	GTEX-13G51
GTEX-13G51_Colon	Colon	GTEX-13G51
GTEX-13G51_Prostate	Prostate	GTEX-13G51
GTEX-13G51_Salivary_Gland	Salivary_Gland	GTEX-13G51
GTEX-13G51_Muscle	Muscle	GTEX-13G51
GTEX-13G51_Nerve	Nerve	GTEX-13G51
GTEX-13G51_Blood_Vessel	Blood_Vessel	GTEX-13G51
GTEX-13G51_Pituitary	Pituitary	GTEX-13G51
GTEX-13IVO_Brain	Brain	GTEX-13IVO
GTEX-13IVO_Skin	Skin	GTEX-13IVO
GTEX-13IVO_Adipose_Tissue	Adipose_Tissue	GTEX-13IVO
GTEX-13IVO_Nerve	Nerve	GTEX-13IVO
GTEX-13IVO_Muscle	Muscle	GTEX-13IVO
GTEX-13IVO_Thyroid	Thyroid	GTEX-13IVO
GTEX-13IVO_Pituitary	Pituitary	GTEX-13IVO
GTEX-13JUV_Blood	Blood	GTEX-13JUV
GTEX-13JUV_Brain	Brain	GTEX-13JUV
GTEX-13JUV_Heart	Heart	GTEX-13JUV
GTEX-13JUV_Lung	Lung	GTEX-13JUV
GTEX-13JUV_Adipose_Tissue	Adipose_Tissue	GTEX-13JUV
GTEX-13JUV_Skin	Skin	GTEX-13JUV
GTEX-13JUV_Muscle	Muscle	GTEX-13JUV
GTEX-13JUV_Blood_Vessel	Blood_Vessel	GTEX-13JUV
GTEX-13JUV_Nerve	Nerve	GTEX-13JUV
GTEX-13JUV_Pituitary	Pituitary	GTEX-13JUV
GTEX-13JVG_Brain	Brain	GTEX-13JVG
GTEX-13JVG_Muscle	Muscle	GTEX-13JVG
GTEX-13JVG_Adipose_Tissue	Adipose_Tissue	GTEX-13JVG
GTEX-13JVG_Blood_Vessel	Blood_Vessel	GTEX-13JVG
GTEX-13JVG_Nerve	Nerve	GTEX-13JVG
GTEX-13JVG_Skin	Skin	GTEX-13JVG
GTEX-13JVG_Thyroid	Thyroid	GTEX-13JVG
GTEX-13JVG_Heart	Heart	GTEX-13JVG
GTEX-13JVG_Lung	Lung	GTEX-13JVG
GTEX-13JVG_Esophagus	Esophagus	GTEX-13JVG
GTEX-13JVG_Salivary_Gland	Salivary_Gland	GTEX-13JVG
GTEX-13JVG_Pituitary	Pituitary	GTEX-13JVG
GTEX-13N11_Spleen	Spleen	GTEX-13N11
GTEX-13N11_Pancreas	Pancreas	GTEX-13N11
GTEX-13N11_Lung	Lung	GTEX-13N11
GTEX-13N11_Heart	Heart	GTEX-13N11
GTEX-13N11_Ovary	Ovary	GTEX-13N11
GTEX-13N11_Blood_Vessel	Blood_Vessel	GTEX-13N11
GTEX-13N11_Adrenal_Gland	Adrenal_Gland	GTEX-13N11
GTEX-13N11_Liver	Liver	GTEX-13N11
